model,file,system,user,assistant,tool,total
claude-4-5-opus-high,experiments_for_task2\claude-4-5-opus-high\fddd93c3-8e17-4698-a548-d86241b0df24.json,1,1,21,22,45
claude-4-5-opus-high,experiments_for_task2\claude-4-5-opus-high\ffa47707-c0f8-41d0-b321-9008ebd628ea.json,1,1,35,42,79
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\01b61529-5f4c-4e92-8340-27a6daca2562.json,1,1,43,42,87
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\01cb3280-c073-4626-8cc2-6a37a7aa8d0a.json,1,1,10,11,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\02fd0e7f-3f67-4d1d-b74f-01926800c8ed.json,1,1,70,73,145
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\03795889-e054-4c7b-be4a-de4b871dba83.json,1,1,29,30,61
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\046e73c9-c290-47a6-afa7-8124d471e6d1.json,1,1,25,25,52
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\04b3dfe3-dc24-4bf6-8f66-30d06294f652.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\05ea80c2-0be1-48a7-8190-59277b87c526.json,1,1,35,34,71
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0607ef60-263a-425a-82f5-701b048c6c30.json,1,1,36,38,76
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0661d0fb-f418-4b6c-9960-e5eb4c8207d8.json,1,1,23,25,50
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\066e69c2-a010-4c7d-b7b4-5f383daebd24.json,1,1,17,17,36
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0706ffa7-143b-4717-be24-6be3dd28f3fe.json,1,1,33,33,68
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\070bdee7-e4e2-4eaf-8eaa-87f65e063817.json,1,1,17,18,37
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\07625a4a-3db4-4c13-bb20-2655c1e55bc0.json,1,1,15,15,32
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\07721490-ba82-408e-a8ca-bc5666a9528e.json,1,1,16,16,34
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\07f0a4ca-5c6b-4010-a2c5-6456f22e5cd4.json,1,1,24,24,50
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0897c890-dff9-477e-8f83-a03f8d019790.json,1,1,34,35,71
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\090c1f1a-46e8-4660-8981-b8b922479753.json,1,1,90,92,184
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\09a3200a-23cc-49a4-ad15-c94645f56761.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0ab64571-bee9-4507-aac2-bacff306496d.json,1,1,16,16,34
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0bcdb128-5de2-41d6-a119-554b6d560af2.json,1,1,24,23,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0c2e8480-a869-4ac1-806f-0e808a60597a.json,1,1,45,47,94
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0c98f28f-c682-43b3-9eaf-86ad25473644.json,1,1,28,28,58
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0c9afff2-dd8b-4c55-b3a7-7651956e6d97.json,1,1,38,50,90
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0ca3f1e5-c04c-42da-8440-50f8290c46aa.json,1,1,33,34,69
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0d76e96d-a477-4b21-8358-a29c79d3c0ca.json,1,1,15,15,32
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0dac41a5-b2cc-4596-ba0c-aff52ebe47b9.json,1,1,28,28,58
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0dde7e33-08a7-418a-af58-89b17fb01f3f.json,1,1,30,29,61
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\0fbd6e20-f79f-4856-861c-c5eb07063fcb.json,1,1,74,77,153
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\10792157-ba38-4e9c-b3c9-9bc8906a2f6f.json,1,1,12,12,26
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\111d6ff6-fbf0-46e0-82aa-c69956eae192.json,1,1,7,6,15
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\114cbfd5-24c1-43cc-a8e5-7c2095eee62f.json,1,1,26,31,59
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\117c8e21-7528-46d1-93e2-89f6076759d5.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1187ebfd-2fb2-43b7-a23a-737577b2bee1.json,1,1,51,51,104
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\11b7a321-b1a1-4b9a-a5f8-aef8bac11447.json,1,1,19,18,39
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\120d85c9-22ed-4ca9-b298-73d0c6a292a0.json,1,1,25,24,51
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\121c95d9-a8a3-4c7c-a81b-66eba92642c5.json,1,1,63,66,131
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\12703cf1-3e14-4289-a818-ddb7182eaa4f.json,1,1,31,31,64
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\12ab7c35-7bf6-4eb8-8e20-f538de811d26.json,1,1,9,10,21
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\12cabc49-6693-490a-bd52-20652083af39.json,1,1,24,24,50
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\12d3a537-c02b-4647-827f-8dbaf189f3aa.json,1,1,35,35,72
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\132779e8-245a-4839-8df7-bd71cee7e8d7.json,1,1,23,24,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\134f8a3d-8c7c-4eaf-8919-a56234881a8e.json,1,1,14,13,29
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1397c813-43f5-444f-a285-5e2167274c26.json,1,1,12,13,27
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\14335844-6e3a-4d18-9cfe-6334811d98bc.json,1,1,17,17,36
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\14cabbab-0da1-4794-946c-188d156e673b.json,1,1,16,15,33
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\15604bb3-c777-4fd0-9727-24d771467db6.json,1,1,24,26,52
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\165b4043-59ce-4cd6-b098-dbd9436dae14.json,1,1,22,23,47
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\184cdb2e-7086-4286-ae78-16bf85d4c979.json,1,1,37,38,77
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\184ceb73-4539-48d7-ae04-ab15ba363dc4.json,1,1,9,10,21
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\186fc273-dbea-41ed-8a09-37267f466ca4.json,1,1,30,32,64
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\18aba11c-c678-4d16-933c-78b50be7ac27.json,1,1,72,71,145
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\19426b15-03fa-4b58-a7cf-1b0258482297.json,1,1,43,43,88
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\197c38ef-339e-4acf-84a3-0a0f6aead454.json,1,1,50,54,106
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1998797a-9a8a-4b59-825e-c86eea558951.json,1,1,9,8,19
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\19b676de-1a72-4d01-83d0-2bb80e86e767.json,1,1,49,52,103
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\19fa0160-6dc2-407f-8883-92fab57dd377.json,1,1,20,20,42
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1a1b0455-3327-45ef-b466-cfc5f8f94dec.json,1,1,29,31,62
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1b84717c-0dc3-48f5-a0e8-a108fec295ab.json,1,1,23,23,48
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1c1fee5f-050f-4a6b-be9f-6eeb1df20f26.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1c886921-6111-486b-98c5-97b0180e37a4.json,1,1,20,20,42
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1cc1f0d2-4e28-4340-a4f5-a9c4817dab2f.json,1,1,30,31,63
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1d827122-8eaf-4b96-ab58-f27b9b0d683e.json,1,1,23,25,50
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1dcd4da1-9d6d-405e-ba72-11e92c1016f6.json,1,1,21,23,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1ed95f9e-8545-4a45-a2cd-23a0a7a9b2d5.json,1,1,18,18,38
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1f3f8c31-2ece-4905-9e6d-6f715b116bd9.json,1,1,8,10,20
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\1f666db4-f06d-471e-8bbf-d074f78de4a6.json,1,1,21,23,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2014c430-9dfe-463b-82a3-0cba5169a008.json,1,1,20,21,43
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\20ae4483-b392-4cf0-b44c-f0075a79163c.json,1,1,29,28,59
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2129e7c9-75d3-485c-bbc7-23e9bbdf2d3a.json,1,1,16,18,36
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\214b915f-5a20-4819-9260-292390843ce6.json,1,1,13,12,27
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\219e4669-8fab-417b-847e-dc81094a961d.json,1,1,21,21,44
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\21a90ccf-961b-4b3d-a29c-45a0d3f120d2.json,1,1,27,27,56
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\221bb421-80d9-411c-9436-637215a5140e.json,1,1,15,14,31
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\22946ae5-e180-4368-9200-0fedc2ec881c.json,1,1,17,27,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\229e54a4-2fdf-4220-aee5-539a818b6737.json,1,1,31,32,65
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\22a0027f-5f35-4e2b-8807-88d664f9d2e4.json,1,1,80,84,166
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\22e89a24-ef6b-47be-a7b8-e8bcac313123.json,1,1,88,102,192
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\230ac049-e923-415e-ae9b-a95f70ed77bd.json,1,1,19,20,41
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\245eeb54-601d-4820-8ff9-c8cc888cdf6c.json,1,1,13,14,29
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2482396f-2979-4655-9459-9b06f31e9545.json,1,1,46,48,96
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\24e2b03a-bdbc-4375-b1fb-ef22859f30c3.json,1,1,18,21,41
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\27ccb915-e3b8-49fc-aca1-cb958e88b1fb.json,1,1,14,13,29
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\288a50b9-1c9d-48c1-afa7-15847e984c7b.json,1,1,12,11,25
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\297d31af-eadb-40aa-a617-2fdc2b5d2d7d.json,1,1,70,73,145
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2aaaf552-1e2f-475e-b4b8-8ea0180747ee.json,1,1,26,25,53
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2ae4867d-6db8-4cbd-86c5-5c8a96a2bcb5.json,1,1,25,27,54
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2b1d2c60-b76e-482c-a394-048d30589630.json,1,1,27,29,58
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2badcfa8-c67a-431c-be27-e8b52e27c967.json,1,1,21,20,43
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2c62cc66-ef3a-4a6d-876f-21e2e234946e.json,1,1,77,77,156
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2c6d97c4-ffcd-4213-8612-0b83e69e3669.json,1,1,69,71,142
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2c7f180a-d6e7-4dbe-9540-6690e55c5601.json,1,1,21,21,44
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2ca8a2e9-1fef-4c97-b3ff-c932fd578364.json,1,1,55,56,113
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2ce08c75-f766-4a10-80e8-8f262454c472.json,1,1,27,26,55
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2cf99edf-92c3-4795-9585-6132d0ffe71f.json,1,1,62,62,126
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2cfadf78-96c1-43fc-b7dd-c342aefc82cc.json,1,1,46,50,98
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2ee27441-5006-43db-8335-7607260faa58.json,1,1,27,32,61
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2eef8df4-0cae-44b1-ab78-1da768f323da.json,1,1,30,31,63
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2f63fd8a-665e-4ad2-9a90-eba145d1c41a.json,1,1,32,32,66
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2fc1fa5e-7c89-456d-a903-2fd1e450c166.json,1,1,8,8,18
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\2fc31a43-cddd-4454-823e-25151890bdab.json,1,1,7,6,15
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3018fb5e-4170-4fbd-b1e4-e8d697a2ef7f.json,1,1,36,37,75
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\31d62094-497c-4c39-80f2-191ef93b40d5.json,1,1,26,27,55
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\321d7060-ee57-4fbd-b020-82388565f735.json,1,1,24,23,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3267b6a6-2d49-4901-a7da-9f058153d5c9.json,1,1,42,45,89
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\32faed99-f0f2-42a5-bf01-aeb2e3468eb8.json,1,1,50,50,102
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\332141c9-9b95-4707-94dd-9178f772f808.json,1,1,21,25,48
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\332d0d47-613f-4a8f-b8ef-95dea1ead4ed.json,1,1,33,33,68
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\33ecfadd-5735-4df3-8f69-e224fee57ce5.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3558db4c-9e96-4e21-826f-307585943b34.json,1,1,6,5,13
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3592543c-a1ef-419f-bde4-e313c252e7eb.json,1,1,12,11,25
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\35b3ef7e-621f-450f-880c-de350329d4c6.json,1,1,53,52,107
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\360d5ec2-2419-44f9-a2b6-1a9c23053a0b.json,1,1,105,109,216
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\36b77894-ecff-4b86-9b3c-31c09ebdc886.json,1,1,27,29,58
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\372aaa75-3a4a-47c5-b0cb-d3e948225d95.json,1,1,22,21,45
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\376e9296-1cff-4586-9382-6379b0b1decb.json,1,1,17,18,37
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\37822aee-2a45-42bf-a5b4-a92a7f6de6e7.json,1,1,37,40,79
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\39c635cc-6158-41cc-91d6-8057c718cff7.json,1,1,29,31,62
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3a4d605f-a386-455a-a069-7785911bc242.json,1,1,18,18,38
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3aaf658a-b28e-4a74-83c2-febc1ba9908f.json,1,1,10,9,21
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3b33f6e0-4315-4a7a-a107-e434d11cf9b7.json,1,1,86,85,173
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3b85177e-1b09-4077-ac7e-4ad388275aae.json,1,1,13,12,27
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3b8950de-08a6-4def-86e8-453ad57e00a0.json,1,1,19,19,40
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3ca57540-d9fb-4973-901a-48d0cbcd88ef.json,1,1,20,19,41
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3dad8b88-8c3f-4369-8bc1-6ef1bd648364.json,1,1,35,35,72
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3df99296-8510-4d98-a779-538f107163bf.json,1,1,22,22,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3e57f9f0-f7d7-4e50-b304-bf1a9f01b466.json,1,1,55,58,115
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3ef1d76a-8903-44b6-8041-6798a097a057.json,1,1,20,20,42
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\3fb04fb9-175e-4b64-9531-2cb7c16a2ee9.json,1,1,23,24,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\40ece5c4-ce0e-4a80-ad44-d04fda9a6ddd.json,1,1,7,6,15
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\421afa29-96f1-4397-8164-268ed5963fba.json,1,1,22,24,48
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\42a58afe-c95f-46be-8cf8-da1b875a6842.json,1,1,58,61,121
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\42f85909-7afd-4983-a85b-510283252594.json,1,1,14,15,31
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\435c1874-2753-4bd9-b4f5-41f8e2ab4736.json,1,1,24,24,50
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\43dd5f2e-5b40-437c-9031-97548a1f04bc.json,1,1,18,19,39
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\44012c51-d6df-4f22-9945-c4c69fe080a2.json,1,1,23,24,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\441a0117-721f-4ec3-8cc9-83a2a48e755a.json,1,1,56,56,114
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\446ca223-b145-4052-b032-42adfffa43a7.json,1,1,34,34,70
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\44d08287-d80f-45c7-8a66-f8ee8085dcbd.json,1,1,22,22,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\45883ee0-c6cd-4af9-adfa-36871167d237.json,1,1,36,35,73
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4592a60e-57a8-47a2-91d9-bb003b664650.json,1,1,81,86,169
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\45cbfd9d-3709-4003-861d-971ccbd41074.json,1,1,35,35,72
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\46ab410b-c78d-403d-8d06-3446fc5836f5.json,1,1,13,14,29
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\47571076-d310-45f4-92fa-0960b9aae2e9.json,1,1,19,18,39
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\475880d1-d692-4285-abb4-fa88b6e6592a.json,1,1,55,57,114
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4815dfa6-a4fe-4ad6-9a97-78300f348d94.json,1,1,21,22,45
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\490780ce-57a4-451f-ace7-91078c698b7c.json,1,1,21,20,43
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4992cb2c-49b1-45aa-9ca4-63147284fc8d.json,1,1,20,20,42
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4ab781b0-1b70-48e8-bdc9-6e9e66c5defb.json,1,1,55,59,116
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4ad3e483-0e9d-4af0-9266-b9f687f2ca62.json,1,1,26,30,58
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4b2ea68c-05a3-4d18-b5b5-ef5c49808d7b.json,1,1,36,41,79
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4b743f85-4cb1-427b-b597-375dae60defe.json,1,1,24,23,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4b7f13b0-5b59-4617-a814-0da998014841.json,1,1,23,22,47
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4be8fe01-5199-4c0a-b71c-00e55d06170a.json,1,1,28,29,59
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4cb70329-e4f2-43d2-9b7b-78064a6c7ce1.json,1,1,40,44,86
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4ce6b2c0-a463-4644-8e6c-f96b7bbc51e9.json,1,1,30,32,64
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4cf1458c-469f-4e00-8671-8f3c11a82d94.json,1,1,66,74,142
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4d383120-5b47-44e9-814b-fbcd4a90c379.json,1,1,25,26,53
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4dc46bb1-68a6-4ad0-9fb2-32066bac952c.json,1,1,63,65,130
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\4e6d4ec8-087f-4c5b-a549-4ce9d581c782.json,1,1,13,12,27
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5092c121-db91-4ea9-bd5f-c143843a0339.json,1,1,15,16,33
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\51136ab2-96e1-4157-8c42-dad554041b14.json,1,1,36,37,75
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\515fd1db-96aa-436f-93ea-5b2e54538448.json,1,1,53,61,116
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\51869de6-a938-4152-947b-4210ec813c16.json,1,1,31,30,63
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\51881565-8ae4-4731-a22f-be0e79ff3034.json,1,1,31,33,66
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\51a68878-411f-472d-b5a5-b6aecb1d728c.json,1,1,22,22,46
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5342c0ed-33f2-413f-bf08-7718f69c8a75.json,1,1,15,14,31
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\53462ef3-18ca-4af2-b058-133b96d3d886.json,1,1,16,18,36
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\53b7ef07-5dfd-416f-8dd3-e18570e0eee3.json,1,1,26,26,54
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\540f99d7-9f5c-4807-a7f3-85628dd75e3a.json,1,1,15,14,31
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5488dd17-c3d7-41c5-a6af-8514c9df6134.json,1,1,24,23,49
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\552e3d32-0378-4a08-8d62-d72353f05eac.json,1,1,10,9,21
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5621bcfc-ec1c-4391-8b88-be59df22c8e4.json,1,1,30,33,65
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\565c2f15-813b-4d31-93d3-803f03f7b417.json,1,1,66,70,138
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\576642fd-deb8-41b3-9b3a-ef66ecfa31fa.json,1,1,52,58,112
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\583bb85d-c264-4354-a63e-8946c0c9c652.json,1,1,23,26,51
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5878dd19-01cb-4892-8da0-b370e1b24e7f.json,1,1,21,21,44
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5884fce9-c5ab-4bde-b70c-621899aef28e.json,1,1,73,76,151
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\588fed4c-0aee-464d-878d-ae1c8c74ec5b.json,1,1,11,11,24
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\58988089-c38f-4add-99a5-f08686b0f74a.json,1,1,8,7,17
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\58a51015-c2a5-47c6-8396-3510260e9439.json,1,1,7,6,15
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\590c3dc7-7ee9-45e4-a2bb-82c21f2436a5.json,1,1,25,25,52
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\595e987f-5fb1-49e3-9bc4-286afcb13470.json,1,1,15,14,31
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5978b1be-e0cf-4c8e-a2e8-d85725d5d9db.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5a23eb05-b377-4230-9df5-02a8831cfc3c.json,1,1,33,32,67
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5b5104c4-5993-46ea-aae8-97e16faa04df.json,1,1,27,27,56
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5b81b4f5-0a05-4c60-96ca-aa2a2d5ae220.json,1,1,70,74,146
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5ce02782-5877-4a77-adc4-4c417f726547.json,1,1,18,19,39
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5d7d2a86-afa2-4082-b6c4-742c8bc28bed.json,1,1,14,13,29
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5d7eca6a-a8ed-43f0-afb9-86308953c18d.json,1,1,7,6,15
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\5f005fbb-d859-4686-b5a2-64917b0aecb4.json,1,1,40,43,85
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\6036a76d-a2c9-4f7c-9e75-55c4b2e9ca56.json,1,1,67,68,137
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\60f0ba27-d32e-490a-b90a-24efc77a222c.json,1,1,16,20,38
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\617e8d89-d78b-4a93-a488-48e3728cd83e.json,1,1,35,41,78
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\619664f4-2540-4c47-9879-182a5ab115e8.json,1,1,25,25,52
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\6288e435-5855-4cd4-b6e6-1f8e428edc10.json,1,1,12,12,26
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\62f115dc-38da-4fc4-a8f4-a10783251af2.json,1,1,19,18,39
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\64abeda8-204b-4cb3-9e86-98b3112e0fa7.json,1,1,45,48,95
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\64b5b69d-0937-485f-bafa-a1c6b7a29172.json,1,1,31,38,71
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\650b8f39-62e2-418d-9c36-7c364c851dfc.json,1,1,9,8,19
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\65f86b08-efce-44ef-83f1-a1ffefdda152.json,1,1,18,17,37
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\661d8002-11c4-4a6c-b018-48f4e5035449.json,1,1,26,26,54
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\66683a6b-dc43-42ee-84f7-9cfddede68fc.json,1,1,11,10,23
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\681f63b1-11d4-4d6f-ba17-86b8dd053e56.json,1,1,107,111,220
claude-4-6-opus,experiments_for_task2\claude-4-6-opus\68cab52a-8118-48dd-a79b-66ef57f1a75c.json,1,1,31,30,63
